id_pagamento,id_empresa,id_fornecedor,data_emissao,data_vencimento,data_pagamento,valor,categoria,status,data_criacao
5162,13,498,2024-01-08,2024-02-07,2024-02-08,39793.5,Impostos,paga,2026-06-19 11:56:25.509709
5163,13,490,2024-01-03,2024-02-02,2024-01-31,19896.75,Aluguel,paga,2026-06-19 11:56:25.509709
5164,13,499,2024-01-02,2024-01-09,2024-01-09,12435.47,Tecnologia,paga,2026-06-19 11:56:25.509709
5165,13,496,2024-01-02,2024-02-01,2024-02-02,14922.56,Marketing,paga,2026-06-19 11:56:25.509709
5166,13,494,2024-01-04,2024-01-25,2024-01-25,9948.37,Energia,paga,2026-06-19 11:56:25.509709
5167,13,507,2024-01-05,2024-01-12,2024-01-10,37281.73,Compra de Mercadorias,paga,2026-06-19 11:56:25.509709
5168,13,493,2024-01-05,2024-01-26,2024-01-28,10610.21,Logística,paga,2026-06-19 11:56:25.509709
5169,13,506,2024-01-05,2024-01-12,2024-01-10,18801.94,Serviços Terceirizados,paga,2026-06-19 11:56:25.509709
5170,13,495,2024-01-08,2024-02-22,2024-02-20,5431.84,Manutenção,paga,2026-06-19 11:56:25.509709
5171,13,501,2024-02-09,2024-03-01,2024-02-29,73032.93,Folha de Pagamento,paga,2026-06-19 11:56:25.511212
5172,13,491,2024-02-07,2024-02-28,2024-02-27,36516.47,Impostos,paga,2026-06-19 11:56:25.511212
5173,13,491,2024-02-05,2024-03-21,2024-03-23,18258.23,Aluguel,paga,2026-06-19 11:56:25.511212
5174,13,493,2024-02-05,2024-03-06,2024-03-07,11411.4,Tecnologia,paga,2026-06-19 11:56:25.511212
5175,13,503,2024-02-12,2024-02-19,2024-02-19,13693.67,Marketing,paga,2026-06-19 11:56:25.511212
5176,13,502,2024-02-01,2024-02-08,2024-02-07,9129.12,Energia,paga,2026-06-19 11:56:25.511212
5177,13,499,2024-02-08,2024-02-15,2024-02-14,9012.61,Compra de Mercadorias,paga,2026-06-19 11:56:25.511212
5178,13,493,2024-02-12,2024-02-19,2024-02-20,7498.86,Logística,paga,2026-06-19 11:56:25.511212
5179,13,491,2024-02-01,2024-02-22,2024-02-21,420.32,Serviços Terceirizados,paga,2026-06-19 11:56:25.511212
5180,13,496,2024-02-12,2024-03-28,2024-03-30,49254.31,Manutenção,paga,2026-06-19 11:56:25.511212
5181,13,502,2024-03-04,2024-04-03,2024-04-02,78235.23,Folha de Pagamento,paga,2026-06-19 11:56:25.512218
5182,13,495,2024-03-05,2024-04-04,2024-04-05,39117.61,Impostos,paga,2026-06-19 11:56:25.512218
5183,13,494,2024-03-11,2024-03-26,2024-03-26,19558.81,Aluguel,paga,2026-06-19 11:56:25.512218
5184,13,499,2024-03-05,2024-04-19,2024-05-30,12224.25,Tecnologia,paga,2026-06-19 11:56:25.512218
5185,13,507,2024-03-07,2024-03-14,2024-03-13,14669.11,Marketing,paga,2026-06-19 11:56:25.512218
5186,13,497,2024-03-04,2024-03-19,2024-03-18,9779.4,Energia,paga,2026-06-19 11:56:25.512218
5187,13,504,2024-03-07,2024-04-21,2024-04-22,21166.63,Compra de Mercadorias,paga,2026-06-19 11:56:25.512218
5188,13,506,2024-03-04,2024-03-19,2024-03-18,11115.26,Logística,paga,2026-06-19 11:56:25.512218
5189,13,502,2024-03-08,2024-04-07,2024-04-09,6675.43,Serviços Terceirizados,paga,2026-06-19 11:56:25.512218
5190,13,505,2024-03-06,2024-03-13,2024-03-11,31943.36,Manutenção,paga,2026-06-19 11:56:25.512218
5191,13,491,2024-04-01,2024-05-01,2024-05-01,78880.04,Folha de Pagamento,paga,2026-06-19 11:56:25.513216
5192,13,502,2024-04-08,2024-04-23,2024-04-22,39440.02,Impostos,paga,2026-06-19 11:56:25.513216
5193,13,499,2024-04-01,2024-05-16,2024-05-18,19720.01,Aluguel,paga,2026-06-19 11:56:25.513216
5194,13,493,2024-04-05,2024-04-26,2024-04-24,12325.01,Tecnologia,paga,2026-06-19 11:56:25.513216
5195,13,498,2024-04-05,2024-04-12,2024-04-13,14790.01,Marketing,paga,2026-06-19 11:56:25.513216
5196,13,504,2024-04-09,2024-04-24,2024-04-25,9860.01,Energia,paga,2026-06-19 11:56:25.513216
5197,13,504,2024-04-05,2024-04-12,2024-04-14,16191.38,Compra de Mercadorias,paga,2026-06-19 11:56:25.513216
5198,13,507,2024-04-04,2024-04-19,2024-04-17,34919.3,Logística,paga,2026-06-19 11:56:25.513216
5199,13,499,2024-04-02,2024-05-02,2024-04-30,9505.24,Serviços Terceirizados,paga,2026-06-19 11:56:25.513216
5200,13,491,2024-04-08,2024-04-23,2024-04-24,10869.12,Manutenção,paga,2026-06-19 11:56:25.513216
5201,13,497,2024-05-08,2024-05-23,2024-05-23,84298.53,Folha de Pagamento,paga,2026-06-19 11:56:25.513721
5202,13,491,2024-05-02,2024-05-09,2024-05-08,42149.27,Impostos,paga,2026-06-19 11:56:25.513721
5203,13,506,2024-05-02,2024-06-16,2024-06-16,21074.63,Aluguel,paga,2026-06-19 11:56:25.513721
5204,13,490,2024-05-06,2024-05-27,2024-05-29,13171.65,Tecnologia,paga,2026-06-19 11:56:25.513721
5205,13,492,2024-05-06,2024-05-21,2024-05-22,15805.97,Marketing,paga,2026-06-19 11:56:25.513721
5206,13,502,2024-05-10,2024-06-09,2024-06-08,10537.32,Energia,paga,2026-06-19 11:56:25.513721
5207,13,495,2024-05-09,2024-05-16,2024-05-14,2348.68,Compra de Mercadorias,paga,2026-06-19 11:56:25.513721
5208,13,506,2024-05-07,2024-05-28,2024-05-28,21781.77,Logística,paga,2026-06-19 11:56:25.513721
5209,13,495,2024-05-10,2024-06-24,2024-06-24,2521.96,Serviços Terceirizados,paga,2026-06-19 11:56:25.513721
5210,13,490,2024-05-02,2024-06-16,2024-06-16,49743.13,Manutenção,paga,2026-06-19 11:56:25.513721
5211,13,496,2024-06-03,2024-06-18,2024-06-16,91594.12,Folha de Pagamento,paga,2026-06-19 11:56:25.515224
5212,13,502,2024-06-06,2024-07-06,2024-07-08,45797.06,Impostos,paga,2026-06-19 11:56:25.515224
5213,13,500,2024-06-05,2024-07-05,2024-07-07,22898.53,Aluguel,paga,2026-06-19 11:56:25.515224
5214,13,506,2024-06-05,2024-06-26,2024-06-24,14311.58,Tecnologia,paga,2026-06-19 11:56:25.515224
5215,13,498,2024-06-07,2024-06-22,2024-06-24,17173.9,Marketing,paga,2026-06-19 11:56:25.515224
5216,13,499,2024-06-10,2024-07-25,2024-08-24,11449.26,Energia,paga,2026-06-19 11:56:25.515224
5217,13,495,2024-06-03,2024-06-24,2024-06-25,33244.22,Compra de Mercadorias,paga,2026-06-19 11:56:25.515224
5218,13,502,2024-06-05,2024-06-26,2024-06-26,7005.61,Logística,paga,2026-06-19 11:56:25.515224
5219,13,501,2024-06-04,2024-06-11,2024-06-13,8944.05,Serviços Terceirizados,paga,2026-06-19 11:56:25.515224
5220,13,492,2024-06-10,2024-06-25,2024-06-25,33813.29,Manutenção,paga,2026-06-19 11:56:25.515224
5221,13,492,2024-07-09,2024-08-08,2024-08-08,90513.66,Folha de Pagamento,paga,2026-06-19 11:56:25.516228
5222,13,495,2024-07-08,2024-07-29,2024-07-30,45256.83,Impostos,paga,2026-06-19 11:56:25.516228
5223,13,506,2024-07-08,2024-07-15,2024-07-14,22628.41,Aluguel,paga,2026-06-19 11:56:25.516228
5224,13,496,2024-07-03,2024-07-24,2024-07-24,14142.76,Tecnologia,paga,2026-06-19 11:56:25.516228
5225,13,491,2024-07-08,2024-08-22,2024-08-20,16971.31,Marketing,paga,2026-06-19 11:56:25.516228
5226,13,505,2024-07-04,2024-08-03,2024-08-05,11314.21,Energia,paga,2026-06-19 11:56:25.516228
5227,13,506,2024-07-08,2024-08-22,2024-08-21,17280.17,Compra de Mercadorias,paga,2026-06-19 11:56:25.516228
5228,13,495,2024-07-04,2024-08-18,2024-08-18,3172.45,Logística,paga,2026-06-19 11:56:25.516228
5229,13,505,2024-07-08,2024-07-29,2024-07-30,32077.98,Serviços Terceirizados,paga,2026-06-19 11:56:25.516228
5230,13,493,2024-07-02,2024-07-09,2024-07-09,29497.4,Manutenção,paga,2026-06-19 11:56:25.516228
5231,13,495,2024-08-12,2024-09-02,2024-09-02,95667.12,Folha de Pagamento,paga,2026-06-19 11:56:25.517228
5232,13,497,2024-08-05,2024-08-26,2024-08-27,47833.56,Impostos,paga,2026-06-19 11:56:25.517228
5233,13,500,2024-08-02,2024-09-16,2024-09-14,23916.78,Aluguel,paga,2026-06-19 11:56:25.517228
5234,13,504,2024-08-05,2024-09-19,2024-09-19,14947.99,Tecnologia,paga,2026-06-19 11:56:25.517228
5235,13,501,2024-08-05,2024-08-20,2024-08-20,17937.58,Marketing,paga,2026-06-19 11:56:25.517228
5236,13,495,2024-08-07,2024-09-21,2024-09-23,11958.39,Energia,paga,2026-06-19 11:56:25.517228
5237,13,497,2024-08-08,2024-08-29,2024-08-30,24615.91,Compra de Mercadorias,paga,2026-06-19 11:56:25.517228
5238,13,502,2024-08-02,2024-09-01,2024-09-03,2341.21,Logística,paga,2026-06-19 11:56:25.517228
5239,13,504,2024-08-12,2024-09-26,2024-09-27,15735.07,Serviços Terceirizados,paga,2026-06-19 11:56:25.517228
5240,13,505,2024-08-12,2024-08-19,2024-08-19,44006.13,Manutenção,paga,2026-06-19 11:56:25.517228
5241,13,491,2024-09-06,2024-10-21,2024-10-19,102889.02,Folha de Pagamento,paga,2026-06-19 11:56:25.517733
5242,13,507,2024-09-03,2024-09-18,2024-09-17,51444.51,Impostos,paga,2026-06-19 11:56:25.517733
5243,13,501,2024-09-09,2024-09-24,2024-09-23,25722.25,Aluguel,paga,2026-06-19 11:56:25.517733
5244,13,498,2024-09-09,2024-09-30,2024-10-02,16076.41,Tecnologia,paga,2026-06-19 11:56:25.517733
5245,13,503,2024-09-02,2024-09-09,2024-09-07,19291.69,Marketing,paga,2026-06-19 11:56:25.517733
5246,13,503,2024-09-02,2024-09-17,2024-09-17,12861.13,Energia,paga,2026-06-19 11:56:25.517733
5247,13,505,2024-09-05,2024-09-12,2024-09-11,7795.73,Compra de Mercadorias,paga,2026-06-19 11:56:25.517733
5248,13,498,2024-09-05,2024-09-26,2024-09-28,9544.6,Logística,paga,2026-06-19 11:56:25.517733
5249,13,497,2024-09-09,2024-09-30,2024-09-28,17277.93,Serviços Terceirizados,paga,2026-06-19 11:56:25.517733
5250,13,494,2024-09-06,2024-09-27,2024-09-27,58624.92,Manutenção,paga,2026-06-19 11:56:25.517733
5251,13,494,2024-10-07,2024-11-21,2024-11-20,88637.44,Folha de Pagamento,paga,2026-06-19 11:56:25.519248
5252,13,498,2024-10-03,2024-10-10,2024-10-10,44318.72,Impostos,paga,2026-06-19 11:56:25.519248
5253,13,502,2024-10-09,2024-10-24,2024-10-23,22159.36,Aluguel,paga,2026-06-19 11:56:25.519248
5254,13,494,2024-10-07,2024-11-06,2024-11-04,13849.6,Tecnologia,paga,2026-06-19 11:56:25.519248
5255,13,497,2024-10-03,2024-10-24,2024-10-23,16619.52,Marketing,paga,2026-06-19 11:56:25.519248
5256,13,493,2024-10-04,2024-11-03,2024-11-03,11079.68,Energia,paga,2026-06-19 11:56:25.519248
5257,13,492,2024-10-03,2024-10-18,2024-10-16,484.73,Compra de Mercadorias,paga,2026-06-19 11:56:25.519248
5258,13,494,2024-10-03,2024-11-17,2024-11-18,56181.38,Logística,paga,2026-06-19 11:56:25.519248
5259,13,492,2024-10-09,2024-10-24,2024-10-22,18179.3,Serviços Terceirizados,paga,2026-06-19 11:56:25.519248
5260,13,494,2024-10-07,2024-10-28,2024-10-29,5482.28,Manutenção,paga,2026-06-19 11:56:25.519248
5261,13,507,2024-11-07,2024-11-14,2024-11-14,96772.47,Folha de Pagamento,paga,2026-06-19 11:56:25.520253
5262,13,495,2024-11-11,2024-12-26,2024-12-24,48386.23,Impostos,paga,2026-06-19 11:56:25.520253
5263,13,507,2024-11-11,2024-12-11,2024-12-13,24193.12,Aluguel,paga,2026-06-19 11:56:25.520253
5264,13,492,2024-11-06,2024-12-06,2024-12-07,15120.7,Tecnologia,paga,2026-06-19 11:56:25.520253
5265,13,494,2024-11-11,2024-11-26,2024-11-27,18144.84,Marketing,paga,2026-06-19 11:56:25.520253
5266,13,498,2024-11-06,2024-11-21,2024-11-19,12096.56,Energia,paga,2026-06-19 11:56:25.520253
5267,13,506,2024-11-08,2024-12-23,2024-12-25,61855.75,Compra de Mercadorias,paga,2026-06-19 11:56:25.520253
5268,13,502,2024-11-11,2024-12-11,2024-12-11,536.82,Logística,paga,2026-06-19 11:56:25.520253
5269,13,501,2024-11-04,2024-11-19,2024-11-20,23593.67,Serviços Terceirizados,paga,2026-06-19 11:56:25.520253
5270,13,492,2024-11-05,2024-12-05,2024-12-07,1713.82,Manutenção,paga,2026-06-19 11:56:25.520253
5271,13,503,2024-12-03,2025-01-17,2025-01-15,68723.82,Folha de Pagamento,paga,2026-06-19 11:56:25.521253
5272,13,500,2024-12-02,2024-12-09,2024-12-10,34361.91,Impostos,paga,2026-06-19 11:56:25.521253
5273,13,505,2024-12-09,2025-01-23,2025-01-23,17180.96,Aluguel,paga,2026-06-19 11:56:25.521253
5274,13,506,2024-12-06,2024-12-27,2024-12-28,10738.1,Tecnologia,paga,2026-06-19 11:56:25.521253
5275,13,499,2024-12-09,2025-01-23,2025-01-22,12885.72,Marketing,paga,2026-06-19 11:56:25.521253
5276,13,493,2024-12-09,2024-12-24,2024-12-24,8590.48,Energia,paga,2026-06-19 11:56:25.521253
5277,13,490,2024-12-06,2024-12-21,2024-12-23,4765.08,Compra de Mercadorias,paga,2026-06-19 11:56:25.521253
5278,13,499,2024-12-09,2025-01-23,2025-01-24,45512.24,Logística,paga,2026-06-19 11:56:25.521253
5279,13,499,2024-12-05,2024-12-12,2024-12-10,10355.71,Serviços Terceirizados,paga,2026-06-19 11:56:25.521253
5280,13,501,2024-12-04,2025-01-18,2025-01-19,1647.93,Manutenção,paga,2026-06-19 11:56:25.521253
5281,13,501,2025-01-06,2025-01-21,2025-01-23,81734.82,Folha de Pagamento,paga,2026-06-19 11:56:25.522514
5282,13,499,2025-01-02,2025-02-16,2025-02-16,40867.41,Impostos,paga,2026-06-19 11:56:25.522514
5283,13,501,2025-01-06,2025-01-27,2025-01-25,20433.71,Aluguel,paga,2026-06-19 11:56:25.522514
5284,13,498,2025-01-07,2025-01-28,2025-01-26,12771.07,Tecnologia,paga,2026-06-19 11:56:25.522514
5285,13,504,2025-01-06,2025-01-27,2025-01-29,15325.28,Marketing,paga,2026-06-19 11:56:25.522514
5286,13,503,2025-01-03,2025-02-02,2025-02-01,10216.85,Energia,paga,2026-06-19 11:56:25.522514
5287,13,497,2025-01-02,2025-01-09,2025-01-11,25660.88,Compra de Mercadorias,paga,2026-06-19 11:56:25.522514
5288,13,493,2025-01-06,2025-01-13,2025-01-17,17133.02,Logística,paga,2026-06-19 11:56:25.522514
5289,13,495,2025-01-09,2025-02-23,2025-02-25,23210.77,Serviços Terceirizados,paga,2026-06-19 11:56:25.522514
5290,13,495,2025-01-06,2025-01-27,2025-01-26,8067.52,Manutenção,paga,2026-06-19 11:56:25.522514
5291,13,493,2025-02-10,2025-03-27,2025-03-28,83521.87,Folha de Pagamento,paga,2026-06-19 11:56:25.523511
5292,13,494,2025-02-07,2025-03-24,2025-03-22,41760.94,Impostos,paga,2026-06-19 11:56:25.523511
5293,13,496,2025-02-03,2025-02-24,2025-02-26,20880.47,Aluguel,paga,2026-06-19 11:56:25.523511
5294,13,497,2025-02-04,2025-02-19,2025-02-19,13050.29,Tecnologia,paga,2026-06-19 11:56:25.523511
5295,13,491,2025-02-03,2025-02-24,2025-02-22,15660.35,Marketing,paga,2026-06-19 11:56:25.523511
5296,13,496,2025-02-05,2025-03-07,2025-03-09,10440.23,Energia,paga,2026-06-19 11:56:25.523511
5297,13,494,2025-02-03,2025-03-20,2025-03-19,3802.37,Compra de Mercadorias,paga,2026-06-19 11:56:25.523511
5298,13,507,2025-02-10,2025-02-17,2025-02-17,51820.76,Logística,paga,2026-06-19 11:56:25.523511
5299,13,490,2025-02-05,2025-02-20,2025-02-20,4791.63,Serviços Terceirizados,paga,2026-06-19 11:56:25.523511
5300,13,495,2025-02-10,2025-02-17,2025-02-16,15276.94,Manutenção,paga,2026-06-19 11:56:25.523511
5301,13,503,2025-03-03,2025-03-18,2025-03-16,87993.34,Folha de Pagamento,paga,2026-06-19 11:56:25.524016
5302,13,507,2025-03-04,2025-04-03,2025-04-05,43996.67,Impostos,paga,2026-06-19 11:56:25.524016
5303,13,505,2025-03-04,2025-03-19,2025-03-19,21998.34,Aluguel,paga,2026-06-19 11:56:25.524016
5304,13,506,2025-03-03,2025-03-18,2025-03-20,13748.96,Tecnologia,paga,2026-06-19 11:56:25.524016
5305,13,494,2025-03-03,2025-04-17,2025-04-15,16498.75,Marketing,paga,2026-06-19 11:56:25.524016
5306,13,493,2025-03-06,2025-03-13,2025-03-12,10999.17,Energia,paga,2026-06-19 11:56:25.524016
5307,13,498,2025-03-03,2025-03-18,2025-03-16,27110.82,Compra de Mercadorias,paga,2026-06-19 11:56:25.524016
5308,13,504,2025-03-03,2025-03-24,2025-03-25,5285.55,Logística,paga,2026-06-19 11:56:25.524016
5309,13,498,2025-03-03,2025-04-17,2025-04-15,17379.17,Serviços Terceirizados,paga,2026-06-19 11:56:25.524016
5310,13,496,2025-03-06,2025-04-20,2025-04-20,29968.42,Manutenção,paga,2026-06-19 11:56:25.524016
5311,13,495,2025-04-09,2025-05-09,2025-05-11,88974.4,Folha de Pagamento,paga,2026-06-19 11:56:25.525519
5312,13,497,2025-04-04,2025-04-11,2025-04-12,44487.2,Impostos,paga,2026-06-19 11:56:25.525519
5313,13,500,2025-04-10,2025-05-01,2025-05-02,22243.6,Aluguel,paga,2026-06-19 11:56:25.525519
5314,13,493,2025-04-07,2025-04-14,2025-04-16,13902.25,Tecnologia,paga,2026-06-19 11:56:25.525519
5315,13,503,2025-04-10,2025-04-25,2025-04-24,16682.7,Marketing,paga,2026-06-19 11:56:25.525519
5316,13,497,2025-04-02,2025-05-02,2025-04-30,11121.8,Energia,paga,2026-06-19 11:56:25.525519
5317,13,493,2025-04-10,2025-05-25,2025-05-24,49079.05,Compra de Mercadorias,paga,2026-06-19 11:56:25.525519
5318,13,500,2025-04-03,2025-05-18,2025-05-20,11207.26,Logística,paga,2026-06-19 11:56:25.525519
5319,13,490,2025-04-08,2025-05-08,2025-05-10,9268.99,Serviços Terceirizados,paga,2026-06-19 11:56:25.525519
5320,13,502,2025-04-10,2025-05-25,2025-05-23,11077.75,Manutenção,paga,2026-06-19 11:56:25.525519
5321,13,496,2025-05-09,2025-05-24,2025-05-25,79150.66,Folha de Pagamento,paga,2026-06-19 11:56:25.526523
5322,13,496,2025-05-12,2025-06-02,2025-06-04,39575.33,Impostos,paga,2026-06-19 11:56:25.526523
5323,13,503,2025-05-09,2025-06-23,2025-06-22,19787.67,Aluguel,paga,2026-06-19 11:56:25.526523
5324,13,501,2025-05-05,2025-05-26,2025-05-27,12367.29,Tecnologia,paga,2026-06-19 11:56:25.526523
5325,13,499,2025-05-05,2025-05-26,2025-06-27,14840.75,Marketing,paga,2026-06-19 11:56:25.526523
5326,13,506,2025-05-08,2025-06-07,2025-06-07,9893.83,Energia,paga,2026-06-19 11:56:25.526523
5327,13,496,2025-05-02,2025-05-09,2025-05-07,8094.96,Compra de Mercadorias,paga,2026-06-19 11:56:25.526523
5328,13,506,2025-05-07,2025-05-28,2025-05-30,13211.18,Logística,paga,2026-06-19 11:56:25.526523
5329,13,505,2025-05-09,2025-05-24,2025-05-23,42240.54,Serviços Terceirizados,paga,2026-06-19 11:56:25.526523
5330,13,506,2025-05-05,2025-05-12,2025-05-11,8183.61,Manutenção,paga,2026-06-19 11:56:25.526523
5331,13,502,2025-06-03,2025-06-18,2025-06-19,101951.23,Folha de Pagamento,paga,2026-06-19 11:56:25.527523
5332,13,497,2025-06-09,2025-07-09,2025-07-08,50975.62,Impostos,paga,2026-06-19 11:56:25.527523
5333,13,502,2025-06-02,2025-07-17,2025-07-16,25487.81,Aluguel,paga,2026-06-19 11:56:25.527523
5334,13,502,2025-06-09,2025-06-30,2025-07-01,15929.88,Tecnologia,paga,2026-06-19 11:56:25.527523
5335,13,496,2025-06-09,2025-07-09,2025-07-08,19115.86,Marketing,paga,2026-06-19 11:56:25.527523
5336,13,494,2025-06-10,2025-07-01,2025-07-02,12743.9,Energia,paga,2026-06-19 11:56:25.527523
5337,13,507,2025-06-03,2025-07-18,2025-07-19,25825.77,Compra de Mercadorias,paga,2026-06-19 11:56:25.527523
5338,13,502,2025-06-03,2025-06-24,2025-06-25,4655.18,Logística,paga,2026-06-19 11:56:25.527523
5339,13,495,2025-06-03,2025-06-18,2025-06-16,12816.36,Serviços Terceirizados,paga,2026-06-19 11:56:25.527523
5340,13,494,2025-06-09,2025-07-09,2025-07-09,49096.0,Manutenção,paga,2026-06-19 11:56:25.527523
5341,13,507,2025-07-04,2025-08-03,2025-08-03,93879.57,Folha de Pagamento,paga,2026-06-19 11:56:25.528028
5342,13,490,2025-07-03,2025-07-24,2025-07-26,46939.79,Impostos,paga,2026-06-19 11:56:25.528028
5343,13,504,2025-07-07,2025-07-28,2025-07-28,23469.89,Aluguel,paga,2026-06-19 11:56:25.528028
5344,13,504,2025-07-07,2025-07-28,2025-07-28,14668.68,Tecnologia,paga,2026-06-19 11:56:25.528028
5345,13,491,2025-07-04,2025-08-18,2025-08-19,17602.42,Marketing,paga,2026-06-19 11:56:25.528028
5346,13,494,2025-07-09,2025-07-24,2025-07-24,11734.95,Energia,paga,2026-06-19 11:56:25.528028
5347,13,507,2025-07-04,2025-07-19,2025-07-18,1164.76,Compra de Mercadorias,paga,2026-06-19 11:56:25.528028
5348,13,504,2025-07-07,2025-08-21,2025-08-19,38810.84,Logística,paga,2026-06-19 11:56:25.528028
5349,13,503,2025-07-02,2025-07-09,2025-07-10,2261.5,Serviços Terceirizados,paga,2026-06-19 11:56:25.528028
5350,13,491,2025-07-03,2025-08-17,2025-08-18,42841.26,Manutenção,paga,2026-06-19 11:56:25.528028
5351,13,501,2025-08-11,2025-09-01,2025-09-02,105858.88,Folha de Pagamento,paga,2026-06-19 11:56:25.529531
5352,13,504,2025-08-11,2025-09-01,2025-09-03,52929.44,Impostos,paga,2026-06-19 11:56:25.529531
5353,13,499,2025-08-01,2025-09-15,2025-09-13,26464.72,Aluguel,paga,2026-06-19 11:56:25.529531
5354,13,502,2025-08-04,2025-08-25,2025-08-25,16540.45,Tecnologia,paga,2026-06-19 11:56:25.529531
5355,13,490,2025-08-08,2025-08-23,2025-08-25,19848.54,Marketing,paga,2026-06-19 11:56:25.529531
5356,13,503,2025-08-08,2025-08-15,2025-08-17,13232.36,Energia,paga,2026-06-19 11:56:25.529531
5357,13,494,2025-08-07,2025-08-22,2025-08-20,12102.19,Compra de Mercadorias,paga,2026-06-19 11:56:25.529531
5358,13,507,2025-08-11,2025-09-25,2025-09-26,24970.27,Logística,paga,2026-06-19 11:56:25.529531
5359,13,504,2025-08-06,2025-08-13,2025-08-15,10044.1,Serviços Terceirizados,paga,2026-06-19 11:56:25.529531
5360,13,497,2025-08-04,2025-09-18,2025-09-17,48818.06,Manutenção,paga,2026-06-19 11:56:25.529531
5361,13,501,2025-09-04,2025-10-19,2025-10-19,83348.93,Folha de Pagamento,paga,2026-06-19 11:56:25.530537
5362,13,494,2025-09-04,2025-09-25,2025-09-24,41674.47,Impostos,paga,2026-06-19 11:56:25.530537
5363,13,503,2025-09-03,2025-10-18,2025-10-16,20837.23,Aluguel,paga,2026-06-19 11:56:25.530537
5364,13,507,2025-09-03,2025-10-03,2025-10-04,13023.27,Tecnologia,paga,2026-06-19 11:56:25.530537
5365,13,494,2025-09-05,2025-09-26,2025-09-25,15627.92,Marketing,paga,2026-06-19 11:56:25.530537
5366,13,501,2025-09-03,2025-10-03,2025-10-04,10418.62,Energia,paga,2026-06-19 11:56:25.530537
5367,13,501,2025-09-08,2025-09-23,2025-09-23,10463.13,Compra de Mercadorias,paga,2026-06-19 11:56:25.530537
5368,13,504,2025-09-08,2025-09-29,2025-09-30,9028.66,Logística,paga,2026-06-19 11:56:25.530537
5369,13,491,2025-09-01,2025-10-16,2025-10-16,10723.06,Serviços Terceirizados,paga,2026-06-19 11:56:25.530537
5370,13,501,2025-09-04,2025-09-19,2025-09-20,45320.12,Manutenção,paga,2026-06-19 11:56:25.530537
5371,13,491,2025-10-06,2025-11-05,2025-11-03,101680.54,Folha de Pagamento,paga,2026-06-19 11:56:25.531548
5372,13,505,2025-10-06,2025-11-20,2025-11-21,50840.27,Impostos,paga,2026-06-19 11:56:25.531548
5373,13,492,2025-10-03,2025-10-18,2025-10-19,25420.13,Aluguel,paga,2026-06-19 11:56:25.531548
5374,13,505,2025-10-02,2025-11-01,2025-10-31,15887.58,Tecnologia,paga,2026-06-19 11:56:25.531548
5375,13,491,2025-10-07,2025-11-06,2025-11-08,19065.1,Marketing,paga,2026-06-19 11:56:25.531548
5376,13,501,2025-10-08,2025-10-23,2025-10-24,12710.07,Energia,paga,2026-06-19 11:56:25.531548
5377,13,493,2025-10-06,2025-10-21,2025-10-19,11601.17,Compra de Mercadorias,paga,2026-06-19 11:56:25.531548
5378,13,490,2025-10-09,2025-10-30,2025-10-29,16736.31,Logística,paga,2026-06-19 11:56:25.531548
5379,13,502,2025-10-06,2025-10-27,2025-10-28,4392.62,Serviços Terceirizados,paga,2026-06-19 11:56:25.531548
5380,13,502,2025-10-06,2025-10-21,2025-10-23,59417.88,Manutenção,paga,2026-06-19 11:56:25.531548
5381,13,504,2025-11-05,2025-11-26,2025-11-24,99512.06,Folha de Pagamento,paga,2026-06-19 11:56:25.532064
5382,13,504,2025-11-10,2025-12-01,2025-12-03,49756.03,Impostos,paga,2026-06-19 11:56:25.532064
5383,13,507,2025-11-03,2025-12-03,2025-12-01,24878.01,Aluguel,paga,2026-06-19 11:56:25.532064
5384,13,493,2025-11-10,2025-12-01,2025-12-03,15548.76,Tecnologia,paga,2026-06-19 11:56:25.532064
5385,13,501,2025-11-03,2025-11-10,2025-11-10,18658.51,Marketing,paga,2026-06-19 11:56:25.532064
5386,13,507,2025-11-05,2025-11-26,2025-11-26,12439.01,Energia,paga,2026-06-19 11:56:25.532064
5387,13,503,2025-11-07,2025-11-14,2025-11-14,29446.26,Compra de Mercadorias,paga,2026-06-19 11:56:25.532064
5388,13,496,2025-11-07,2025-11-22,2025-11-22,35720.18,Logística,paga,2026-06-19 11:56:25.532064
5389,13,499,2025-11-03,2025-11-18,2025-11-19,9787.12,Serviços Terceirizados,paga,2026-06-19 11:56:25.532064
5390,13,507,2025-11-10,2025-12-01,2025-11-30,15229.25,Manutenção,paga,2026-06-19 11:56:25.532064
5391,13,493,2025-12-10,2025-12-17,2025-12-17,89336.41,Folha de Pagamento,paga,2026-06-19 11:56:25.532064
5392,13,491,2025-12-05,2026-01-04,2026-01-03,44668.21,Impostos,paga,2026-06-19 11:56:25.532064
5393,13,500,2025-12-02,2026-01-16,2026-01-18,22334.1,Aluguel,paga,2026-06-19 11:56:25.532064
5394,13,501,2025-12-01,2025-12-16,2025-12-18,13958.81,Tecnologia,paga,2026-06-19 11:56:25.532064
5395,13,499,2025-12-01,2025-12-08,2025-12-07,16750.58,Marketing,paga,2026-06-19 11:56:25.532064
5396,13,505,2025-12-01,2025-12-31,2026-01-01,11167.05,Energia,paga,2026-06-19 11:56:25.532064
5397,13,499,2025-12-08,2026-01-22,2026-01-21,10886.33,Compra de Mercadorias,paga,2026-06-19 11:56:25.532064
